chapter,verse,question,answer
22,8,"Who sent Peter and John (saying)","Jesus"
22,8,"Whom did Jesus send","Peter and John"
22,8,"Saying what did Jesus send Peter and John","“Go and prepare the Passover for us, that we may eat it”"
22,8,"Prepare what","The Passover"
22,8,"Why go and prepare the Passover for us","That we may eat it"
22,9,"What did they say","“Where will you have us prepare it”"
22,10,"What did he say","“Behold, when you have entered the city, a man carrying a jar of water will meet you. Follow him into the house that he enters”"
22,10,"When will a man carrying a jar of water meet you","When you have entered the city"
22,10,"Who will meet you","(A) Man carrying a jar of water"
22,10,"Into what follow him","The house that he enters"
22,11,"Tell whom","The master of the house"
22,11,"What tell the master of the house","‘The Teacher says to you, Where is the guest room, where I may eat the Passover with my disciples’"
22,11,"Who says","The Teacher"
22,11,"What does the Teacher say (to you)","Where is the guest room, where I may eat the Passover with my disciples"
22,12,"What will he show you [OR Where prepare it]","(There) A large upper room furnished"
22,13,"How did they find it","Just as he had told them"
22,13,"What did they prepare","The Passover"
22,14,"When did he recline at table","When the hour came"
22,14,"What came","The hour"
22,14,"At what did he recline","Table"
22,15,"What did he say (to them)","“I have earnestly desired to eat this Passover with you before I suffer”"
22,15,"How have I desired to eat this Passover","Earnestly"
22,15,"Before when have I desired to eat this Passover with you","I suffer"
22,16,"What do I tell you","I will not eat it until it is fulfilled in the kingdom of God"
22,16,"Until when will I not eat it","It is fulfilled in the kingdom of God"
22,17,"What did he take","(A) Cup"
22,17,"When did he say","When he had given thanks"
22,17,"What had he given","Thanks"
22,17,"What did he say","“Take this, and divide it among yourselves”"
22,18,"What do I tell you","That from now on I will not drink of the fruit of the vine until the kingdom of God comes"
22,18,"When will I not drink of the fruit of the vine","From now on"
22,18,"Of what will I not drink (from now on)","The fruit of the vine"
22,18,"Until when will I not drink of the fruit of the vine","The kingdom of God comes"
22,19,"What did he take [OR What did he break OR What did he give (to them)]","Bread"
22,19,"When did he break it and give it (to them, saying)","When he had given thanks"
22,19,"What had he given","Thanks"
22,19,"Saying what did he break it and give it (to them)","“This is my body, which is given for you. Do this is remembrance of me”"
22,19,"What is this [OR What is given for you]","My body"
22,19,"In what do this","Remembrance of me"
22,20,"What is the new covenant in my blood","This cup that is poured out for you"
22,20,"In what is this cup the new covenant","My blood"
22,21,"What is with me (on the table)","The hand of him who betrays me"
22,21,"On what is the hand of him who betrays me with me","The table"
22,22,"Who goes","The Son of Man"
22,22,"As what does the Son of Man go","It has been determined"
22,22,"Woe to whom","That man by whom he is betrayed"
22,23,"What did they begin","To question one another, which of them it could be who was going to do this"
22,23,"Whom did they begin to question","One another"
22,24,"What arose (also among them)","(A) Dispute"
22,24,"As to what did a dispute arise (also among them)","Which of them was to be regarded as the greatest"
22,25,"What did he say","“The kings of the Gentiles exercise lordship over them, and those in authority over them are called benefactors”"
22,25,"Who exercise lordship (over them)","The kings of the Gentiles"
22,25,"What do the kings of the Gentiles exercise","Lordship"
22,25,"Who are called benefactors","Those in authority (over them)"
22,25,"What are those in authority over them called","Benefactors"
22,26,"Let whom become as the youngest","The greatest among you"
22,26,"As whom let the greatest among you become","The youngest"
22,27,"As whom am I among you","The one who serves"
22,28,"Who are you","Those who have stayed with me in my trials"
22,28,"In what have you stayed with me (are you those who have stayed with me)","My trials"
22,29,"As what do I assign to you a kingdom","(As) My Father assigned to me"
22,29,"What do I assign (to you)","(A) Kingdom"
22,29,"Who assigned (to me)","My Father"
22,30,"Where may you eat and drink","My table OR In my kingdom"
22,30,"On what may you sit","Thrones"
22,30,"Whom may you sit on thrones judging","The twelve tribes of Israel"
22,30,"How may you sit on thrones","Judging (the twelve tribes of Israel)"
22,31,"Who demanded to have you","Satan"
22,31,"Whom did Satan demand to have","You, Simon"
22,31,"What did Satan demand","To have you"
22,31,"Why did satan demand to have you","That he might sift you like wheat"
22,31,"Like what might he sift you","Wheat"
22,32,"What have I prayed (for you)","That your faith may not fail"
22,32,"What may not fail","Your faith"
22,32,"When strengthen your brothers","When you have turned again"
22,32,"Strengthen whom","Your brothers"
22,33,"Who said","Peter"
22,33,"What did Peter say","“Lord, I am ready to go with you both to prison and to death”"
22,33,"What am I","Ready"
22,33,"To what am I ready to go (with you)","Both to prison and to death"
22,34,"Who said","Jesus"
22,34,"What did Jesus say","“I tell you, Peter, the rooster will not crow this day, until you deny three times that you know me”"
22,34,"What do I tell you","The rooster will not crow this day until you deny three times that you know me"
22,34,"Whom do I tell","You, Peter"
22,34,"What will not crow (this day until you deny three times that you know me)","The rooster"
22,34,"When will the rooster not crow","This day OR Until you deny three times that you know me"
22,35,"What did he say","“When I sent you out with no moneybag or knapsack or sandals, did you lack anything”"
22,35,"What did they say","“Nothing”"
22,36,"What did he say","“But now let the one who has a moneybag take it, and likewise a knapsack. And let the one who has no sword sell his cloak and buy one”"
22,36,"Let whom take it","The one who has a moneybag (knapsack)"
22,36,"Let whom sell his cloak and buy one","The one who has no sword"
22,36,"What let the one who has no sword sell","His cloak"
22,37,"What do I tell you","That this Scripture must be fulfilled in me, ‘And he was numbered with the transgressors’"
22,37,"What must be fulfilled in me","This Scripture OR ‘And he was numbered with the transgressors"
22,37,"What was he","Numbered (with the transgressors)"
22,37,"With whom was he numbered","The transgressors"
22,37,"What has its fulfillment","What is written about me"
22,38,"What did they say","“Look, Lord, here are two swords”"
22,38,"Who look","Lord"
22,38,"What are here","Two swords"
22,38,"What did he say","“It is enough”"
22,38,"What is it","Enough"
22,39,"To where did he go","The Mount of Olives"
22,39,"As what did he go (to the Mount of Olives)","Was his custom"
22,39,"Who followed him","The disciples"
22,40,"When did he say","When he came to the place"
22,40,"To where did he come","The place"
22,40,"What did he say","“Pray that you may not enter into temptation”"
22,40,"Pray what","That you may not enter into temptation"
22,40,"Into what pray that you may not enter","Temptation"
22,41,"About what did he withdraw from them","(A) Stone’s throw"
22,42,"If what remove this cup from me","You are willing"
22,42,"Remove what from me (if you are willing)","This cup"
22,42,"What be done","Not my will, but yours"
22,43,"Who appeared (to him)","(An)angel from heaven"
22,43,"From where did an angel appear (did there appear to him)","Heaven"
22,44,"How did he pray","More earnestly OR Being in agony"
22,44,"What became like great drops of blood falling down to the ground","His sweat"
22,44,"Like what did his sweat become","Great drops of blood falling down to the ground"
22,45,"When did he come to the disciples (and find them sleeping for sorrow)","When he rose from prayer"
22,45,"From what did he rise","Prayer"
22,45,"To whom did he come (and find sleeping)","The disciples"
22,45,"For what did he find them sleeping","Sorrow"
22,46,"What did he say","“Why are you sleeping; rise and pray that you may not enter into temptation”"
22,46,"Pray what","That you may not enter into temptation"
22,46,"Into what pray that you may not enter","Temptation"
